seg	id	title	who	url	closure	quote	date	evidence
S11	ABANDONED-33	llama.cpp maintainer refuses to invest in a canonical KV/long-context perf boundary	`JohannesGaessler` (CONTRIBUTOR), `ngxson` (COLLABORATOR)	https://github.com/ggml-org/llama.cpp/issues/18722	closed `not_planned` 2026-03-03; the retrieved page's timeline was paginated and did not contain the ClosedEvent, so the closer cannot be named	`JohannesGaessler`: "If at all possible we should measure performance using real models rather than synthetic benchmarks. I cannot speak for any of the other maintainers but I will not be investing any of my time into synthetic benchmarking." … "If you want to implement something other than what I'm describing you'll have to find someone else with review power." `ngxson`: "So, I don't see why we need to adding such test case in `llama-bench` for now."	created 2026-01-09, closed 2026-03-03	READ BODY (retrieved by the delegated llama.cpp/TGI investigation)
S11	ABANDONED-34	llama.cpp q4_0 symmetric KV cache performance regression — not reproduced	`Zulf1qar` (reporter), `vibecodingengine` (independent test); closed by the **stale bot**	https://github.com/ggml-org/llama.cpp/issues/25422	closed as not planned — **AUTOMATED STALE-BOT CLOSURE.** Bot text, verbatim: "This issue was closed because it has been inactive for 14 days since being marked as stale."	"I tried to reproduce on RunPod RTX **5090** since RTX **5070** is not available there. I tested b9867, b9888, and b9890 with GLM-4.7-Flash-UD-Q4_K_XL.gguf, flash attention on, q4_0 K/V cache, --kv-unified, -c 98304, one server slot, and a fixed 15644-token synthetic prompt. I did not see a major regression on this setup." Reporter concedes upstream: "Ran few more tests on b9890 kept showing worse results, but I did just run b9924 and I got almost same result as b9867"	created 2026-07-07, bot-closed 2026-08-22	READ BODY
S11	ABANDONED-35	Attention-score KV eviction — the selection signal contributes almost nothing	arXiv 2609.03430 (authors' own negative result)	https://arxiv.org/abs/2609.03430	published negative result	"We show that the selection signal contributes almost nothing." … "Random Attention keeps the prompt and evicts uniformly at random within each attention head, computing no score at all; across four models and six reasoning tasks it matches the strongest prior evictor while serving 32-43% higher throughput than it in vLLM deployment." … "the prompt is the fragile part of the cache, and most of the gap between selectors is just whether their selection signal happened to keep it"	2026 (arXiv 2609 = Sept 2026)	READ BODY (independently re-verified by the present author; both fragments byte-checked against the retrieved abstract)
S11	ABANDONED-36	Seven curated KV-compression mechanisms all rejected	arXiv 2605.14292	https://arxiv.org/abs/2605.14292	published negative result (pre-registered protocol, held-out confirmation)	"We study seven mechanisms across these five families under matched mean cache on long-form mathematical reasoning (MATH-500~\cite{hendrycks2021math}) with two distilled-reasoning models (Qwen-7B and Llama-8B variants of DeepSeek-R1-Distill~\cite{deepseek2025r1}) at budgets $b \in \{64, 128\}$. All seven were rejected."	submitted 2026-05-14, revised 2026-05-17	READ BODY
S11	ABANDONED-37	Learned online credit estimation for capped KV eviction adds nothing	arXiv 2605.18053 (authors' own §8 "Negative Result")	https://arxiv.org/abs/2605.18053	published negative result (explicit section heading)	"Our negative result from the original online-credit experiment, bounded to a 4-feature linear estimator, suggests a cautionary lesson for linear online credit estimators in KV cache management. When the "easy" structural fix accounts for the entire quality gap, there may be insufficient signal for simple learned components to exploit." Section heading, verbatim: "8 Negative Result: Linear Credit Estimation Adds Nothing". Second negative finding: "H2O-faithful's nominal advantage ( $p = 0.043$ ) does not survive Holm–Bonferroni correction."	submitted 2026-05-18	READ BODY
S11	ABANDONED-38	Simplification under protection collapses attention evictors to LRU	arXiv 2605.18053	https://arxiv.org/abs/2605.18053	published negative result	"With protection, simplified score-isolation variants are TOST-equivalent to LRU at $K{=}32$ ( $\Delta{=}0.02$ )" … "Tier 2. Given protection, simplified score-isolation variants are formally equivalent to LRU at K = 32 (TOST p < 0.05 ), pairwise equivalent to one another at K = 8 while collectively outperforming LRU by 0.011–0.021 F1" … "Tier 1 was previously confounded by implicit protection in prior harnesses; Tier 2 is what remains once that confound is removed."	submitted 2026-05-18	READ BODY
S11	ABANDONED-39	Mixed-precision KV bit allocation can be worse than uniform quantization	arXiv 2605.06675 (RateQuant)	https://arxiv.org/abs/2605.06675	published negative result about the popular technique (the paper's own contribution is a fix)	"We show, however, that such mixed-precision allocation has a hidden pitfall: each quantizer follows a different distortion curve D(b)=alpha*beta^{-b}, and the decay rate beta varies from 3.6 to 5.3 across quantizer designs. Applying one quantizer's distortion model to another inverts the allocation order and makes performance worse than uniform quantization. We call this failure mode distortion model mismatch"	2026-05	READ BODY (retrieved by the delegated arXiv investigation)
S11	ABANDONED-40	Per-layer FP8 KV-quantization error attribution is non-diagnostic	arXiv 2607.28699 (WitCert)	https://arxiv.org/abs/2607.28699	published negative result	"aggressive schemes survive on cross-layer error cancellation, not per-step fidelity -- in a 28-layer sweep, no single layer's pollution alone loses anything (0/28)" … "raw-cast fp8 from 22.8 back to 79.7 on hard RULER tasks"	2026-07	READ BODY (retrieved by the delegated arXiv investigation)
S11	ABANDONED-41	Per-layer eviction routing has null results on short inputs	arXiv 2604.17695 (MoE-nD)	https://arxiv.org/abs/2604.17695	published negative results (self-labelled "null results")	"Two null results -- MATH-500 and LongBench's TREC -- share a principled cause (short inputs, solver picks keep=1.0 on most layers), cleanly characterizing when per-layer eviction routing has headroom to help."	2026-04	READ BODY (retrieved by the delegated arXiv investigation)
S11	ABANDONED-42	Sliding window is order-optimal among suffix-only cache policies	arXiv 2605.25085	https://arxiv.org/abs/2605.25085	published negative result bounding a whole policy class, with the escape hatch left open	"our main result characterizes the per-token memory requirement of suffix-only cache policies: a sliding-window scheme attains distortion eps with window w = O(eps^{-1/alpha}), and -- under an additional two-sided Bayes-risk condition -- a converse shows w = Omega(eps^{-1/alpha}) is necessary within this policy class" … "Whether recurrent or propagating cache summaries can beat this scaling is left open."	2026-05	READ BODY (retrieved by the delegated arXiv investigation)
S11	ABANDONED-43	The standard chunked-mean fast-weight write is silently wrong	arXiv 2605.22884 (Tensor Cache)	https://arxiv.org/abs/2605.22884	published negative result about a widely used approximation	"the common chunked-mean training shortcut A<-lambda A+eta(kbar ⊗ vbar) silently introduces C^2-C spurious cross-token outer products per chunk"	2026-05	READ BODY (retrieved by the delegated arXiv investigation)
S11	ABANDONED-44	External KV caching sits below the break-even point on a fast GPU	arXiv 2609.11744 (py-kvcache)	https://arxiv.org/abs/2609.11744	published negative result about a shipped optimisation	"Prefix caching can reduce the time to first token (TTFT) of long-context LLM requests by reusing previously computed key-value (KV) states, but for short prefixes or fast GPUs, recomputation can be faster than loading from an external cache." … "Bailian trace replays improve TTFT on a weaker GPU, but on an H100 the average request falls below the break-even point and GPU memory alone retains enough prefixes. External KV caching should therefore be treated as a setup specific admission decision."	submitted 2026-09-10	READ BODY
S11	ABANDONED-45	Prefetching cannot hide CPU-offload transfers — PCIe-bandwidth bound	arXiv 2606.21868 (WiSP)	https://arxiv.org/abs/2606.21868	published negative result (explicitly about a "natural next step")	"A natural next step is to predict future experts and prefetch them. We find that this does not help in single-stream decode: the bottleneck is PCIe bandwidth, not prediction quality, so speculative transfers compete with demand transfers instead of hiding them."	submitted 2026-06-20, revised 2026-08-30	READ BODY
S11	ABANDONED-46	Three attempts to beat LRU for cross-request KV prefix caching all failed	`gauravapiscean`, independent reproduction study	https://github.com/gauravapiscean/agentic-kv-cache (README at https://raw.githubusercontent.com/gauravapiscean/agentic-kv-cache/main/README.md)	published null result on real traces	"I replayed **68,266 requests from 393 real Claude Code sessions** and **23,608 Mooncake requests** through a prefix-cache simulator, tried to beat the production baseline three different ways, and failed." Section heading, verbatim: "## 4. Three ways to beat LRU, three failures". Result verbatim: "Monotone negative. Every component made it worse, and the one I was most confident in — coherent eviction — was the worst." And: "**LRU-leaf is a stronger baseline than the literature treats it as.** I couldn't beat it with three independent mechanisms on real traces." A directly shipped-engine-relevant finding, verbatim: "**Incidental finding:** flat block LRU and radix-leaf-restricted LRU differ by **0.02pp** on this workload. The leaf restriction both major engines implement buys essentially nothing here." Also documents a harness trap: "In my first run, Belady — an *offline oracle* — lost to LRU. That's not a result, that's a broken harness, and it's worth publishing because I expect it to be common."	2026 (traces dated 062126; the study is undated in the README but references 2026 datasets)	READ BODY
S11	ABANDONED-47	llama.cpp KV cache in the RPC backend — prompt cache does no useful work and aborts the server	`doornail` (reporter); closed by the **stale bot**	https://github.com/ggml-org/llama.cpp/issues/26128	closed as not planned — **AUTOMATED STALE-BOT CLOSURE.** Bot text, verbatim: "This issue was closed because it has been inactive for 14 days since being marked as stale."	"--cache-ram 0 fully disables the prompt cache and the crash goes away." … "The server prompt cache only earns anything when conversations outnumber slots; with -np 4 and ≤4 conversations nothing is ever evicted, so it does no useful work while its save path aborts the server."	bot-closed 2026-09-13	READ BODY (retrieved by the delegated llama.cpp/TGI investigation)
S11	ABANDONED-48	llama.cpp cross-request caching gives no benefit on SWA models	reporter; closed by the **stale bot**	https://github.com/ggml-org/llama.cpp/issues/24587	closed as not planned — **AUTOMATED STALE-BOT CLOSURE**	"No actual benefit from cross-request caching (since it's always invalidated)." Workaround: "Removing the `--ctx-cross-request-cache` flag".	bot-closed 2026-08-01	READ BODY (retrieved by the delegated llama.cpp/TGI investigation)
S11	ABANDONED-49	SGLang HiCache host hits returned stale MoE sidecar data	`Cerdore`	https://github.com/sgl-project/sglang/issues/26975	closed as not planned 2026-07-10 (human-authored root-cause comment; the guard was shipped instead of the fix)	"the routed_experts capturer (state_capturer/) indexes its buffer by device KV-pool slot. HiCache load_back relocates tokens to new slots without migrating that sidecar data, so a host-tier hit returns stale rows from whatever previously occupied the new slot. MoE is skipped on cache hits, so there's no recomputation to fix it. Plain radix cache is unaffected (slots stay in place). Same structural hazard in enable_return_indexer_topk." … "Opened #27067 as a guard: hard error on the unsafe combo until the migration path lands. Auto-disabling either flag silently produces a different wrong result, so failing fast is the safer option."	created 2026-06-01, closed 2026-07-10	READ BODY
